subject,trial,block,task,task_onset,task_duration,word,word_onset,word_duration,mean_valence,mean_arousal,valence,letters,frequency,concreteness,part_of_speech,imageability,options_onset,options_duration,response,RT,iti_duration
888,22,1,Positive,178.003,0.992,smiley,178.995,3.003,7.58,5.09,1,6,109,3.93,adj,5.1,181.999,2.369,no,0.351,0.501
888,23,1,Positive,184.872,0.997,mentor,185.869,3.003,7.05,3.5,1,6,178,3.7,noun,3.96,188.873,2.686,yes,0.668,2.002
888,24,1,Describes,193.571,0.992,captive,194.562,3.003,3.27,4.88,0,7,116,3.03,noun,3.82,197.566,2.369,no,0.351,0.501
888,25,1,Positive,200.446,0.990,sophistication,201.436,3.003,6.71,5.8,1,14,49,1.92,noun,3.62,204.440,2.469,no,0.451,1.001
888,26,1,Positive,207.915,0.996,irresponsible,208.911,3.003,2.5,5.0,0,13,237,2.04,adj,2.92,211.915,2.603,no,0.585,0.501
888,27,1,Positive,215.022,0.997,regret,216.019,3.003,3.41,4.9,0,6,1384,1.8,noun,2.82,219.022,2.469,no,0.451,2.002
888,28,1,Describes,223.504,0.991,dropout,224.495,3.003,3.33,4.7,0,7,43,3.52,noun,2.82,227.498,3.587,no,1.569,1.001
888,29,1,Positive,232.095,0.993,loser,233.088,3.003,2.85,3.94,0,5,1381,2.35,noun,3.56,236.091,2.352,no,0.335,0.500
888,30,1,Positive,238.950,0.995,unwelcome,239.945,3.003,3.5,4.39,0,9,37,2.0,adj,2.46,242.949,8.109,no,6.091,0.501
888,31,1,Describes,251.569,0.990,traveler,252.559,3.003,6.39,4.75,1,8,154,4.07,noun,4.66,255.562,2.369,no,0.351,0.501
888,32,1,Describes,258.437,0.996,excited,259.433,3.003,8.11,6.43,1,7,2479,2.32,adj,4.02,262.436,2.503,no,0.485,0.501
888,33,1,Describes,265.443,0.997,annoying,266.441,3.003,3.0,5.55,0,8,567,2.31,adj,3.14,269.444,2.886,no,0.868,1.001
888,34,1,Describes,273.336,0.997,companion,274.333,3.003,7.25,4.06,1,9,323,3.75,noun,4.32,277.336,2.352,no,0.334,1.001
888,35,1,Positive,280.698,0.992,insulting,281.691,3.003,1.89,4.7,0,9,274,2.29,adj,3.06,284.694,2.886,no,0.868,0.501
888,36,1,Describes,288.090,0.992,prick,289.082,3.003,2.81,4.26,0,5,720,3.91,noun,3.74,292.086,2.386,no,0.368,2.002
888,37,1,Positive,296.482,0.992,entertainer,297.474,3.003,6.48,6.15,1,11,84,4.17,noun,4.84,300.478,2.436,no,0.418,1.001
888,38,1,Describes,303.925,0.991,pollution,304.916,3.003,2.0,5.19,0,9,97,3.75,noun,4.86,307.919,2.502,no,0.485,1.001
888,39,1,Positive,311.432,0.992,carefree,312.424,3.003,7.32,4.15,1,8,69,1.88,adj,3.02,315.428,3.854,no,1.836,0.501
888,40,1,Positive,319.786,0.997,mess,320.783,3.003,3.5,4.7,0,4,3985,3.9,noun,5.06,323.787,3.637,no,1.619,0.500
888,41,1,Positive,327.929,0.997,gloom,328.925,3.003,2.89,3.9,0,5,59,1.86,noun,3.94,331.929,5.055,no,3.038,1.001
888,42,1,Describes,337.994,0.992,pest,338.986,3.003,2.67,5.14,0,4,146,3.96,noun,4.5,341.990,2.402,no,0.384,0.500
888,43,1,Positive,344.901,0.993,garbage,345.894,3.003,2.88,3.84,0,7,1331,4.69,noun,5.52,348.897,2.686,no,0.668,2.002
888,44,1,Describes,353.596,0.991,progress,354.587,3.003,6.58,3.82,1,8,1084,2.12,noun,3.56,357.590,2.886,no,0.869,0.501
888,45,1,Positive,360.985,0.994,partner,361.978,3.003,7.11,3.7,1,7,3836,3.53,noun,4.58,364.982,2.436,no,0.402,0.500
888,46,1,Positive,367.924,0.995,reject,368.919,3.003,2.95,4.78,0,6,216,2.4,noun,3.24,371.923,2.436,no,0.418,0.500
888,47,1,Positive,374.864,0.996,awkward,375.860,3.003,2.95,4.55,0,7,730,2.0,noun,3.62,378.863,2.719,yes,0.702,1.001
888,48,1,Positive,382.588,0.997,bravery,383.585,3.003,7.38,5.84,1,7,147,1.96,noun,3.78,386.588,3.020,no,1.002,0.501
888,49,1,Describes,390.119,0.991,selfish,391.110,3.003,3.3,4.57,0,7,811,1.92,adj,3.52,394.113,2.970,no,0.952,0.500
888,50,1,Describes,397.588,0.997,hopeful,398.585,3.003,7.44,4.84,1,7,152,1.7,adj,3.16,401.588,2.536,no,0.518,2.002
888,51,1,Positive,406.134,0.994,jerk,407.127,3.003,2.43,6.45,0,4,1690,3.26,noun,4.16,410.131,3.270,no,1.252,0.501
888,52,1,Positive,413.904,0.998,traitor,414.902,3.003,2.39,4.27,0,7,540,3.69,noun,3.48,417.906,2.386,no,0.368,0.501
888,53,1,Describes,420.802,0.991,filth,421.793,3.003,2.62,4.09,0,5,231,4.14,noun,5.04,424.797,2.569,no,0.552,2.002
888,54,1,Describes,429.373,0.997,humorous,430.369,3.003,7.81,5.33,1,8,75,2.23,adj,3.88,433.373,2.486,no,0.468,0.501
888,55,1,Positive,436.367,0.993,friend,437.360,3.003,6.79,4.29,1,6,21384,3.07,noun,4.78,440.364,2.619,no,0.601,1.001
888,56,1,Describes,443.994,0.992,irritating,444.985,3.003,2.63,4.91,0,10,111,2.1,adj,2.92,447.989,3.971,yes,1.938,2.002
888,57,1,Describes,453.966,0.997,spirited,454.963,3.003,7.57,5.21,1,8,62,1.67,adj,3.32,457.966,3.721,no,1.703,2.002
888,58,1,Positive,463.697,0.993,failure,464.690,3.003,2.15,5.0,0,7,1021,2.08,noun,3.2,467.694,2.736,yes,0.718,0.501
888,59,1,Describes,470.940,0.992,champ,471.931,3.003,6.35,5.04,1,5,771,3.29,noun,4.6,474.935,2.936,no,0.919,0.501
888,60,1,Describes,478.376,0.997,lovable,479.373,3.003,8.26,5.41,1,7,91,1.97,adj,3.8,482.376,2.636,no,0.618,2.002
888,61,1,Describes,487.020,0.995,charm,488.016,3.003,7.34,4.51,1,5,794,2.76,noun,3.56,491.019,2.586,no,0.568,1.001
888,62,1,Describes,494.611,0.996,unwanted,495.607,3.003,2.71,5.1,0,8,70,2.0,adj,2.52,498.611,2.653,no,0.635,0.501
888,63,1,Positive,501.773,0.992,disgrace,502.765,3.003,2.45,4.28,0,8,409,2.11,noun,2.98,505.768,2.936,no,0.918,0.501
888,64,1,Positive,509.209,0.998,witty,510.206,3.003,7.25,5.65,1,5,163,2.21,adj,3.3,513.210,2.553,no,0.535,0.501
888,65,1,Describes,516.275,0.989,proficiency,517.264,3.003,6.79,3.86,1,11,21,1.96,noun,2.78,520.268,2.469,no,0.451,2.002
888,66,1,Positive,524.747,0.993,shame,525.740,3.003,2.62,5.4,0,5,2120,2.24,noun,3.28,528.744,2.920,no,0.902,1.001
888,67,1,Positive,532.669,0.997,special,533.665,3.003,7.5,3.48,1,7,7577,1.76,adj,3.06,536.669,2.853,no,0.835,0.501
888,68,1,Describes,540.031,0.992,unity,541.023,3.003,6.67,4.8,1,5,138,2.23,noun,3.2,544.027,4.605,no,2.587,0.500
888,69,1,Describes,549.136,0.997,ambition,550.133,3.003,7.28,4.86,1,8,273,1.74,noun,3.26,553.137,3.420,no,1.402,1.001
888,70,1,Positive,557.566,0.994,heir,558.559,3.003,6.29,4.0,1,4,266,3.21,noun,3.08,561.563,2.569,no,0.551,0.501
888,71,1,Positive,564.635,0.998,dull,565.634,3.003,3.4,1.67,0,4,616,2.37,adj,3.14,568.637,2.436,no,0.418,0.500
888,72,1,Positive,571.579,0.995,excellence,572.574,3.003,7.87,5.3,1,10,134,2.2,noun,2.84,575.578,2.419,no,0.401,0.501
888,73,1,Positive,578.502,0.997,disaster,579.499,3.003,1.71,6.35,0,8,881,3.07,noun,4.74,582.502,2.436,no,0.418,0.500
888,74,1,Describes,585.450,0.990,heartbroken,586.440,3.003,1.95,6.6,0,11,93,2.37,adj,3.68,589.443,2.469,no,0.451,2.002
888,75,1,Positive,593.921,0.994,sad,594.915,3.003,2.1,3.49,0,3,3232,3.07,adj,4.44,597.919,2.552,no,0.535,2.002
888,76,1,Positive,602.478,0.997,bastard,603.475,3.003,3.31,5.1,0,7,3348,3.14,noun,3.38,606.478,2.536,no,0.518,0.501
888,77,1,Describes,609.525,0.991,romantic,610.516,3.003,7.61,5.12,1,8,1794,1.93,noun,4.32,613.519,2.469,no,0.451,1.001
888,78,1,Positive,616.999,0.992,worthless,617.991,3.003,1.89,4.45,0,9,473,1.97,adj,2.62,620.994,2.452,no,0.435,2.002
888,79,1,Describes,625.457,0.993,stinky,626.450,3.003,3.16,3.76,0,6,182,3.73,adj,4.12,629.453,2.536,no,0.518,0.500
888,80,1,Describes,632.494,0.997,cynic,633.491,3.003,3.45,4.68,0,5,56,2.64,noun,2.98,636.494,2.452,no,0.435,1.001
888,81,1,Describes,639.952,0.997,charitable,640.949,3.003,7.33,3.5,1,10,104,2.13,adj,3.4,643.953,2.536,no,0.518,0.501
888,82,1,Positive,646.998,0.992,degenerate,647.990,3.003,2.7,4.68,0,10,93,2.04,noun,3.24,650.994,2.619,no,0.586,0.501
888,83,1,Positive,654.118,0.997,gentle,655.115,3.003,7.42,3.17,1,6,844,2.1,adj,4.08,658.118,2.836,yes,0.818,1.001
888,84,1,Describes,661.966,0.991,esteem,662.956,3.003,6.38,3.91,1,6,86,1.83,noun,2.42,665.960,2.486,no,0.468,0.500
888,85,1,Describes,668.950,0.997,merit,669.947,3.003,6.94,3.16,1,5,173,1.66,noun,2.5,672.951,2.769,no,0.752,1.001
888,86,1,Describes,676.727,0.995,scoundrel,677.722,3.003,3.25,6.26,0,9,152,2.93,noun,3.56,680.726,2.519,no,0.486,0.500
888,87,1,Describes,683.750,0.996,distress,684.747,3.003,3.25,4.0,0,8,371,2.66,noun,3.16,687.750,2.419,no,0.401,0.501
888,88,1,Positive,690.679,0.992,terrible,691.671,3.003,2.1,4.39,0,8,4795,2.04,adj,3.1,694.675,4.671,no,2.654,2.002
888,89,1,Positive,701.351,0.998,safe,702.349,3.003,7.7,3.14,1,4,7303,3.41,adj,3.8,705.353,6.724,yes,4.706,0.501
888,90,1,Positive,712.582,0.996,idealist,713.578,3.003,6.55,4.19,1,8,34,1.52,noun,2.94,716.582,2.519,yes,0.501,2.002
888,91,1,Describes,721.115,0.989,untrustworthy,722.104,3.003,2.67,4.8,0,13,21,2.0,adj,2.58,725.108,2.502,no,0.485,2.002
888,92,1,Describes,729.617,0.996,bitterness,730.613,3.003,3.15,5.1,0,10,72,2.36,noun,3.32,733.617,2.753,yes,0.735,0.501
888,93,1,Describes,736.875,0.996,lazy,737.871,3.003,3.05,3.05,0,4,591,2.67,adj,3.68,740.875,2.469,no,0.451,1.001
888,94,1,Positive,744.355,0.992,dreamer,745.346,3.003,7.45,4.4,1,7,155,2.19,noun,3.78,748.350,2.352,no,0.335,0.500
888,95,1,Positive,751.207,0.997,dynamo,752.204,3.003,6.21,5.18,1,6,26,2.71,noun,2.74,755.207,2.603,no,0.585,1.001
888,96,1,Describes,758.820,0.992,phony,759.812,3.003,2.52,4.4,0,5,421,2.19,noun,3.16,762.816,2.536,no,0.518,0.501
888,97,1,Positive,765.861,0.992,seeker,766.853,3.003,6.33,4.95,1,6,47,3.44,noun,2.52,769.856,2.586,no,0.568,1.001
888,98,1,Describes,773.454,0.991,insecure,774.445,3.003,2.3,4.57,0,8,207,1.84,adj,2.82,777.448,2.769,no,0.752,2.002
888,99,1,Positive,782.229,0.991,stress,783.221,3.003,1.79,4.72,0,6,796,2.62,noun,3.22,786.224,2.586,no,0.568,1.001
888,100,1,Describes,789.822,0.991,hypocrite,790.812,3.003,3.25,4.77,0,9,166,2.55,noun,3.1,793.816,2.819,no,0.802,1.001
888,101,2,Describes,828.826,0.996,humorous,829.822,3.003,7.81,5.33,1,8,75,2.23,adj,3.88,832.825,2.419,yes,0.401,2.002
888,102,2,Positive,837.255,0.993,shame,838.247,3.003,2.62,5.4,0,5,2120,2.24,noun,3.28,841.251,2.536,no,0.503,0.501
888,103,2,Positive,844.292,0.996,wealth,845.288,3.003,7.33,5.24,1,6,324,2.63,noun,4.76,848.292,4.171,no,2.153,2.002
888,104,2,Describes,854.475,0.991,excited,855.466,3.003,8.11,6.43,1,7,2479,2.32,adj,4.02,858.470,2.386,no,0.368,0.501
